msc,,,"['(TRTEK)', '(UAODS)', '(TRTEK)', '(TRTEK)', '(GEPTI)']","['Tekirdag (Asyaport)', 'Odesa', 'Tekirdag (Asyaport)', 'Tekirdag (Asyaport)', 'Poti']",,COMMANDER,8906494
msc,,,"['(SGSIN)', '(LKCMB)', '(LKCMB)', '(GBLGP)', '(GBLGP)']","['Singapore', 'Colombo', 'Colombo', 'London Gateway Port', 'London Gateway Port']",,CONTI CHIVALRY,9293791
msc,,,"['(SGSIN)', '(LKCMB)', '(LKCMB)', '(GBLGP)', '(GBLGP)']","['Singapore', 'Colombo', 'Colombo', 'London Gateway Port', 'London Gateway Port']",,CONTI CHIVALRY,9293791
msc,,,[],[],,CONTI CONTESSA,9293806
msc,,,"['(ESVLC)', '(ESBCN)', '(MTMAR)', '(GRPIR)', '(EGAKI)']","['Valencia', 'Barcelona', 'Marsaxlokk', 'Piraeus', 'Abu Kir']",,CONTI COURAGE,9293789
msc,,,"['(ESVLC)', '(ESBCN)', '(MTMAR)', '(GRPIR)', '(EGAKI)']","['Valencia', 'Barcelona', 'Marsaxlokk', 'Piraeus', 'Abu Kir']",,CONTI COURAGE,9293789
msc,,,"['(USSEA)', '(CAVAN)', '(CAPRR)', '(KRPUS)', '(CNTAO)']","['Seattle', 'Vancouver', 'Prince Rupert', 'Busan', 'Qingdao']",,CONTI MAKALU,9286243
msc,,,"['(USSEA)', '(CAVAN)', '(CAPRR)', '(KRPUS)', '(CNTAO)']","['Seattle', 'Vancouver', 'Prince Rupert', 'Busan', 'Qingdao']",,CONTI MAKALU,9286243
msc,,,"['(INTRV)', '(INNML)', '(INCOK)', '(INHAL)', '(INGGV)']","['Vizhinjam International Sea Port', 'New Mangalore', 'Cochin', 'Haldia', 'Gangavaram']",,CONTSHIP ANA II,9470973
msc,,,[],[],,CONTSHIP DON,9347956
msc,,,"['(ITPZL)', '(MTMAR)', '(SIKOP)', '(HRRJK)', '(HRPLE)']","['Pozzallo', 'Marsaxlokk', 'Koper', 'Rijeka', 'Ploce']",,CONTSHIP JOY,9349174
msc,,,"['(ESLPA)', '(MRNKC)', '(MRNDB)']","['Las Palmas', 'Nouakchott', 'Nouadhibou']",,CONTSHIP NEW,9373905
msc,,,"['(PTSIE)', '(DZMOS)', '(PTSIE)']","['Sines', 'Mostaganem', 'Sines']",,CONTSHIP OAK,9373917
msc,,,"['(AUSYD)', '(AUBNE)', '(NCNOU)', '(AUBNE)', '(AUBNE)']","['Sydney', 'Brisbane', 'Noumea', 'Brisbane', 'Brisbane']",,CONTSHIP TEN,9347982
msc,,,"['(BEANR)', '(BEZEE)', '(GBGRG)', '(BEANR)', '(BEZEE)']","['Antwerp', 'Zeebrugge', 'Grangemouth', 'Antwerp', 'Zeebrugge']",,CONTSHIP TOP,9395616
msc,,,"['(BRNVT)', '(BRSSZ)', '(BRRIO)', '(ESLPA)', '(ESVLC)']","['Navegantes', 'Santos', 'Rio De Janeiro', 'Las Palmas', 'Valencia']",,COPIAPO,9687526
msc,,,[],[],,COSTA RICA EXPRESS,9641235
msc,,,"['(DEHAM)', '(BEANR)', '(FRLEH)', '(BRRIO)', '(BRSSZ)']","['Hamburg', 'Antwerp', 'Le Havre', 'Rio De Janeiro', 'Santos']",,CZECH,9723241
msc,,,"['(BRSSZ)', '(ARBUE)', '(ARBUE)', '(UYMVD)']","['Santos', 'Buenos Aires', 'Buenos Aires', 'Montevideo']",,DALIAN EXPRESS,9229829
msc,,,[],[],,DALLAS EXPRESS,9193288
msc,,,[],[],,DANUBE,9954151
msc,,,[],[],,DIMITRA C,9250995
msc,,,"['(SAKAC)', '(SAJED)', '(INTRV)', '(INTRV)']","['King Abdullah Port', 'Jeddah', 'Vizhinjam International Sea Port', 'Vizhinjam International Sea Port']",,DUBAI TOWER,9433066
msc,,,"['(AUSYD)', '(AUBNE)', '(KRPUS)', '(KRPUS)', '(CNTAO)']","['Sydney', 'Brisbane', 'Busan', 'Busan', 'Qingdao']",,EA JERSEY,9623855
msc,,,"['(ESVLC)', '(DZBJA)', '(ESBCN)']","['Valencia', 'Bejaia', 'Barcelona']",,EF EMIRA,9357810
msc,,,[],[],,EGY SKY,9366483
msc,,,[],[],,ELBRUNNER,9395563
msc,,,[],[],,ELEONORA MAERSK,9321500
msc,,,"['(USSAV)', '(USPEF)', '(BSFPO)', '(DOCAU)', '(BRSSZ)']","['Savannah', 'Port Everglades', 'Freeport, Grand Bahama', 'Caucedo', 'Santos']",,EPAMINONDAS,9153862
msc,,,"['(USSAV)', '(USPEF)', '(BSFPO)', '(DOCAU)', '(BRSSZ)']","['Savannah', 'Port Everglades', 'Freeport, Grand Bahama', 'Caucedo', 'Santos']",,EPAMINONDAS,9153862
msc,,,"['(INTRV)', '(DJJIB)', '(LKCMB)', '(LKCMB)']","['Vizhinjam International Sea Port', 'Djibouti', 'Colombo', 'Colombo']",,ESCADA,9255531
msc,,,"['(ITGIT)', '(ITTRI)', '(ITTPS)', '(ITCAG)']","['Gioia Tauro', 'Termini Imerese Port Of Palermo', 'Trapani', 'Cagliari']",,ESPOIR,9491472
msc,,,"['(MYPEN)', '(MYPGU)', '(SGSIN)', '(CNSHA)', '(CNSHA)']","['Penang', 'Pasir Gudang, Johor', 'Singapore', 'Shanghai', 'Shanghai']",,ETOILE,9301469
msc,,,"['(KRPUS)', '(CNNGB)', '(CNSHA)', '(CNSHK)', '(SGSIN)']","['Busan', 'Ningbo', 'Shanghai', 'Shekou', 'Singapore']",,EUROPE,9285988
msc,,,"['(INMAA)', '(LKCMB)', '(INCOK)', '(AEJEA)', '(INCOK)']","['Chennai', 'Colombo', 'Cochin', 'Jebel Ali', 'Cochin']",,EVER BRACE,9784116
msc,,,[],[],,EXPLORA I,9869875
msc,,,[],[],,EXPLORA II,9869887
msc,,,[],[],,FENG ZE YUAN,9336270
msc,,,"['(ZAPLZ)', '(ZADUR)', '(ZACPT)', '(USNYC)', '(USPHL)']","['Port Elizabeth', 'Durban', 'Cape Town', 'New York', 'Philadelphia']",,FILOTIMO,9817913
msc,,,"['(ESBCN)', '(DZBJA)', '(ESBCN)']","['Barcelona', 'Bejaia', 'Barcelona']",,FIONA,9149885
