cosco,,,,[],,COSCO HARMONY,TCS
cosco,,,,[],,COSCO HELLAS,TCT
cosco,,,,"['Lianyungang', 'Qingdao', 'Tokyo', 'Yokohama', 'Lianyungang', 'Lianyungang', 'Qingdao', 'Tokyo', 'Yokohama', 'Lianyungang', 'Lianyungang', 'Qingdao', 'Tokyo', 'Yokohama', 'Lianyungang']",,COSCO HONG KONG,TCU
cosco,,,,[],,COSCO HOPE,TCV
cosco,,,,[],,COSCO HOUSTON,TCW
cosco,,,,"['Qingdao', 'Shanghai', 'Ningbo', 'Nansha', 'Singapore', 'Mombasa', 'Qingdao', 'Qingdao', 'Shanghai', 'Ningbo', 'Nansha', 'Singapore', 'Mombasa', 'Singapore', 'Qingdao', 'Port kelang', 'Singapore', 'Port kelang']",,COSCO INDIAN OCEAN,TCX
cosco,,,,[],,COSCO INDONESIA,TCY
cosco,,,,"['Xingang', 'Yantai', 'Tokyo', 'Yokohama', 'Nagoya', 'Xingang', 'Xingang', 'Yantai', 'Tokyo', 'Yokohama', 'Nagoya', 'Xingang', 'Xingang', 'Yantai', 'Tokyo', 'Yokohama', 'Nagoya', 'Xingang']",,COSCO ISTANBUL,TCZ
cosco,,,,[],,COSCO ITALY,TFA
cosco,,,,[],,COSCO IZMIR,TFB
cosco,,,,[],,COSCO JAPAN,TFC
cosco,,,,[],,COSCO JEDDAH,TFD
cosco,,,,[],,COSCO KAOHSIUNG,TFE
cosco,,,,[],,COSCO KARACHI,TFF
cosco,,,,[],,COSCO KIKU,TFG
cosco,,,,[],,COSCO KOREA,TFH
cosco,,,,[],,COSCO LIANYUNGANG,TFI
cosco,,,,[],,COSCO MALAYSIA,TFJ
cosco,,,,[],,COSCO NAPOLI,TFK
cosco,,,,[],,COSCO NETHERLANDS,TFL
cosco,,,,[],,COSCO NEW YORK,TFM
cosco,,,,[],,COSCO NEWYORK,TFN
cosco,,,,[],,COSCO NO1,TFO
cosco,,,,[],,COSCO NORFOLK,TFP
cosco,,,,[],,COSCO OCEANIA,TFQ
cosco,,,,[],,COSCO PACIFIC,TFR
cosco,,,,[],,COSCO PANAMA,TFS
cosco,,,,[],,COSCO PHILIPPINES,TFT
cosco,,,,[],,COSCO PIRAEUS,TFU
cosco,,,,[],,COSCO PORTUGAL,TFV
cosco,,,,[],,COSCO PRIDE,TFW
cosco,,,,[],,COSCO PRINCE RUPERT,TFX
cosco,,,,[],,COSCO QINGDAO,TFY
cosco,,,,[],,COSCO RAN,TFZ
cosco,,,,[],,COSCO REDSEA,TTT
cosco,,,,Error,,COSCO ROTTERDAM,TAA
cosco,,,,Error,,COSCO SAKURA,TAH
cosco,,,,Error,,COSCO SANTOS,TAI
cosco,,,,Error,,COSCO SAO PAULO,TAJ
cosco,,,,Error,,COSCO SHANGHAI,TAP
cosco,,,,Error,,COSCO SHEKOU,TAO
cosco,,,,Error,,COSCO SHIPPING ALPS,TAQ
cosco,,,,Error,,COSCO SHIPPING ANDES,TAR
cosco,,,,Error,,COSCO SHIPPING AQUARIUS,TAS
cosco,,,,Error,,COSCO SHIPPING ARGENTINA,TAV
cosco,,,,Error,,COSCO SHIPPING ARIES,TAX
cosco,,,,Error,,COSCO SHIPPING AZALEA,TAY
cosco,,,,Error,,COSCO SHIPPING BRAZIL,TAZ
cosco,,,,Error,,COSCO SHIPPING CAMELLIA,151
cosco,,,,Error,,COSCO SHIPPING CAPRICORN,152
cosco,,,,Error,,COSCO SHIPPING CHANG QING,153
cosco,,,,Error,,COSCO SHIPPING CHANG SHENG,T01
cosco,,,,Error,,COSCO SHIPPING CHILE,T05
cosco,,,,Error,,COSCO SHIPPING DANUBE,T06
cosco,,,,Error,,COSCO SHIPPING DENALI,T07
cosco,,,,Error,,COSCO SHIPPING FAN RONG,T11
cosco,,,,Error,,COSCO SHIPPING FEEDER 1,T12
cosco,,,,Error,,COSCO SHIPPING FEEDER 2,T22
cosco,,,,Error,,COSCO SHIPPING FEEDER 3,T27
cosco,,,,Error,,COSCO SHIPPING FOUNTAIN,T29
cosco,,,,Error,,COSCO SHIPPING GALAXY,T33
cosco,,,,Error,,COSCO SHIPPING GEMINI,T34
cosco,,,,Error,,COSCO SHIPPING GLORY,T37
cosco,,,,Error,,COSCO SHIPPING GRACE,T38
cosco,,,,Error,,COSCO SHIPPING HARMONY,T39
cosco,,,,Error,,COSCO SHIPPING HIMALAYAS,T41
cosco,,,,Error,,COSCO SHIPPING HONOR,T42
cosco,,,,Error,,COSCO SHIPPING JASMINE,T54
cosco,,,,Error,,COSCO SHIPPING JI XIANG,T55
cosco,,,,Error,,COSCO SHIPPING KILIMANJARO,T56
cosco,,,,Error,,COSCO SHIPPING LEO,T80
cosco,,,,Error,,COSCO SHIPPING LIBRA,T82
cosco,,,,Error,,COSCO SHIPPING LOTUS,T83
cosco,,,,Error,,COSCO SHIPPING MEXICO,T91
cosco,,,,Error,,COSCO SHIPPING NEBULA,T92
cosco,,,,Error,,COSCO SHIPPING ORCHID,T93
